날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2025-10-17,20:26,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-10-17,19:55,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-10-17,16:30,지출,온라인쇼핑,결제/충전,나이스_결제,-2300,KRW,네이버페이 머니 하나 통장,
2025-10-17,14:10,지출,식비,한식,남도식객,-12000,KRW,K-패스 하나 체크카드,
2025-10-17,08:34,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-10-17,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-10-16,20:40,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-10-16,20:07,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-10-16,13:33,지출,카페/간식,커피/음료,주식회사 에스씨케이컴퍼니,-800,KRW,카카오페이 간편결제,
2025-10-16,13:23,지출,온라인쇼핑,결제/충전,나이스_결제,-3400,KRW,네이버페이 머니 하나 통장,
2025-10-16,09:21,지출,온라인쇼핑,결제/충전,나이스_결제,-2600,KRW,네이버페이 머니 하나 통장,
2025-10-16,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-10-15,20:39,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-10-15,20:07,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-10-15,19:51,지출,생활,편의점,(주)코리아세븐 NewWave종각점,-3300,KRW,K-패스 하나 체크카드,
2025-10-15,14:15,지출,카페/간식,커피/음료,메가엠지씨커피 종로낙원점,-3325,KRW,네이버페이 간편결제(머니),
2025-10-15,14:15,지출,카페/간식,커피/음료,메가엠지씨커피 종로낙원점,-2075,KRW,네이버페이 간편결제(포인트),
2025-10-15,09:18,지출,온라인쇼핑,결제/충전,나이스_결제,-2300,KRW,네이버페이 머니 하나 통장,
2025-10-15,08:34,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-10-15,08:31,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-10-15,08:31,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-10-15,08:28,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-10-15,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-10-14,20:38,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-10-14,20:02,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-10-14,19:54,지출,생활,생필품,주식회사 아성다이소,-1990,KRW,네이버페이 간편결제(머니),
2025-10-14,19:54,지출,생활,생필품,주식회사 아성다이소,-10,KRW,네이버페이 간편결제(포인트),
2025-10-14,13:59,지출,식비,한식,무궁화,-12000,KRW,K-패스 하나 체크카드,
2025-10-14,08:40,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-10-14,07:40,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-10-13,21:46,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-10-13,13:31,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-2900,KRW,네이버페이 간편결제(머니),
2025-10-13,13:24,지출,온라인쇼핑,결제/충전,나이스_결제,-3400,KRW,네이버페이 머니 하나 통장,
2025-10-13,12:22,지출,문화/여가,게임,에드몰,-84,KRW,네이버페이 간편결제(포인트),
2025-10-13,12:22,지출,문화/여가,게임,에드몰,-20216,KRW,네이버페이 간편결제,
2025-10-13,09:32,지출,카페/간식,커피/음료,더리터 직영종로점,-3800,KRW,네이버페이 간편결제(머니),
2025-10-13,04:47,지출,금융,카드,하나카드_체크,-153550,KRW,네이버페이 머니 하나 통장,
2025-10-11,17:20,지출,온라인쇼핑,결제/충전,Alipay Plus,-14551,KRW,네이버페이 간편결제(머니),
2025-10-10,11:40,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-25096,KRW,네이버페이 간편결제(머니),
2025-10-10,11:40,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-25096,KRW,네이버페이 머니,
2025-10-10,10:19,지출,온라인쇼핑,인터넷쇼핑,삼성10-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-10-10,06:13,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-990,KRW,국민행복,
2025-10-09,22:00,지출,의료/건강,약국,GS25엘리프아성점,-2000,KRW,네이버페이 간편결제(머니),
2025-10-09,20:58,지출,생활,생필품,주식회사 아성다이소,-6000,KRW,네이버페이 간편결제(머니),
2025-10-09,17:11,지출,온라인쇼핑,결제/충전,토스페이먼츠 주식회사,-13800,KRW,카카오페이 간편결제,
2025-10-09,13:57,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-1182,KRW,네이버페이 간편결제(머니),
2025-10-09,13:57,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-118,KRW,네이버페이 간편결제(포인트),
2025-10-08,21:27,지출,카페/간식,커피/음료,메가MGC커피 이천하이닉스점,-6800,KRW,네이버페이 간편결제(머니),
2025-10-08,14:18,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-604,KRW,네이버페이 간편결제(머니),
2025-10-08,14:18,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-296,KRW,네이버페이 간편결제(포인트),
2025-10-07,14:58,지출,온라인쇼핑,인터넷쇼핑,Temu.com,-4313,KRW,국민행복,
2025-10-06,19:05,지출,교통,대중교통,티머니 지하철,-1550,KRW,K-패스 하나 체크카드,
2025-10-06,18:12,지출,교통,대중교통,티머니 지하철,-1550,KRW,K-패스 하나 체크카드,
2025-10-06,15:32,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-10-05,19:38,지출,카페/간식,커피/음료,스타벅스코리아,-11800,KRW,K-패스 하나 체크카드,
2025-10-05,18:01,지출,패션/쇼핑,백화점,(주)뉴코아아울렛  야탑점,-23800,KRW,K-패스 하나 체크카드,
2025-10-05,13:54,지출,교통,철도,한국철도공사,-16800,KRW,네이버페이 간편결제(머니),
2025-10-05,00:00,지출,온라인쇼핑,서비스구독,WHALECOTECHN,7825,KRW,국민행복,
2025-10-04,23:33,지출,온라인쇼핑,결제/충전,Alipay Plus,-14457,KRW,네이버페이 간편결제(머니),
2025-10-04,16:39,지출,생활,편의점,GS25이천신하점,-1000,KRW,K-패스 하나 체크카드,
2025-10-04,15:45,지출,온라인쇼핑,인터넷쇼핑,Temu.com,-7825,KRW,국민행복,
2025-10-04,10:29,지출,카페/간식,커피/음료,더벤티 이천신하점,-3500,KRW,네이버페이 간편결제(머니),
2025-10-03,19:22,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-10-03,18:45,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-10-03,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-10-02,22:38,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-10-02,21:54,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-10-02,20:25,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-10-02,18:29,지출,생활,생필품,주식회사 아성다이소,-2000,KRW,네이버페이 간편결제(머니),
2025-10-02,14:06,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-3400,KRW,네이버페이 간편결제(머니),
2025-10-02,14:02,지출,문화/여가,도서,(주)캡슐스토리,-5000,KRW,K-패스 하나 체크카드,
2025-10-02,13:51,지출,식비,한식,이문설렁탕,-28000,KRW,K-패스 하나 체크카드,
2025-10-02,09:05,지출,온라인쇼핑,결제/충전,나이스_결제,-2600,KRW,네이버페이 머니 하나 통장,
2025-10-02,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-10-01,20:42,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-10-01,20:10,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-10-01,20:00,지출,금융,은행,송금 내역,-18675,KRW,카카오페이 머니,
2025-10-01,15:41,지출,온라인쇼핑,인터넷쇼핑,토스페이먼츠 주식회사,-3740,KRW,카카오페이 간편결제,
2025-10-01,13:32,지출,여행/숙박,여행용품,파작(PAZAC),-11800,KRW,네이버페이 간편결제(머니),
2025-10-01,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-30,20:28,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-30,19:56,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-30,14:03,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-4884,KRW,네이버페이 간편결제(머니),
2025-09-30,14:03,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-16,KRW,네이버페이 간편결제(포인트),
2025-09-30,14:00,지출,식비,한식,무궁화,-23000,KRW,K-패스 하나 체크카드,
2025-09-30,09:16,지출,온라인쇼핑,결제/충전,나이스_결제,-2800,KRW,네이버페이 머니 하나 통장,
2025-09-30,08:37,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-30,08:34,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-30,07:41,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-30,00:00,지출,금융,카드,09월카드사용알림서비스이용료,0,KRW,국민행복,
2025-09-29,19:53,지출,생활,생필품,주식회사 아성다이소,-1000,KRW,네이버페이 머니 하나 통장,
2025-09-29,19:46,지출,생활,편의점,씨유(CU)인사동이브점,-3200,KRW,K-패스 하나 체크카드,
2025-09-29,15:40,지출,온라인쇼핑,인터넷쇼핑,인터넷상거래_TOSS,-10000,KRW,네이버페이 머니 하나 체크카드,
2025-09-29,13:54,지출,금융,은행,송금 내역,-14000,KRW,카카오페이 머니,
2025-09-28,20:18,지출,교통,대중교통,티머니 버스,-3000,KRW,K-패스 하나 체크카드,
2025-09-28,15:42,지출,교통,대중교통,티머니 버스,-1550,KRW,K-패스 하나 체크카드,
2025-09-28,14:33,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-27,20:48,지출,교통,철도,한국철도공사,-8400,KRW,네이버페이 간편결제(머니),
2025-09-27,20:47,지출,교통,철도,한국철도공사,-8400,KRW,네이버페이 간편결제(머니),
2025-09-27,20:27,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-27,19:52,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-27,18:45,지출,식비,한식,취야벌,-24000,KRW,네이버페이 간편결제(머니),
2025-09-27,18:45,지출,식비,한식,취야벌,-24000,KRW,네이버페이 머니,
2025-09-27,17:47,지출,카페/간식,커피/음료,57번가카페,-12000,KRW,네이버페이 간편결제(머니),
2025-09-27,10:28,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-1300,KRW,네이버페이 간편결제(머니),
2025-09-27,10:26,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,국민내일배움 FANtastic S 체크,
2025-09-27,08:34,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-27,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-26,23:29,지출,문화/여가,도서,시리즈,-2400,KRW,네이버페이 간편결제,
2025-09-26,23:29,지출,온라인쇼핑,서비스구독,Google,-2400,KRW,네이버페이 간편결제(머니),
2025-09-26,19:47,지출,생활,생필품,주식회사 아성다이소,-2970,KRW,네이버페이 간편결제(머니),
2025-09-26,19:47,지출,생활,생필품,주식회사 아성다이소,-30,KRW,네이버페이 간편결제(포인트),
2025-09-26,19:40,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-26,18:46,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-26,16:07,지출,온라인쇼핑,서비스구독,OPENAI *CHATGPT SUBSCR,-32343,KRW,네이버페이 간편결제(머니),
2025-09-26,16:07,지출,온라인쇼핑,서비스구독,OPENAI *CHATGPT SUBSCR,-32343,KRW,네이버페이 머니,
2025-09-26,14:12,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-8300,KRW,네이버페이 간편결제(머니),
2025-09-26,14:03,지출,식비,한식,인사동감자탕,-24000,KRW,K-패스 하나 체크카드,
2025-09-26,09:29,지출,온라인쇼핑,결제/충전,나이스_결제,-2600,KRW,네이버페이 머니 하나 통장,
2025-09-26,08:34,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-26,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-25,20:40,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-25,20:00,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-25,19:42,지출,생활,생활서비스,코레일유통주식회사,-500,KRW,K-패스 하나 체크카드,
2025-09-25,13:53,지출,금융,은행,송금 내역,-14000,KRW,카카오페이 머니,
2025-09-25,10:24,지출,온라인쇼핑,결제/충전,나이스_결제,-1800,KRW,네이버페이 머니 하나 통장,
2025-09-25,08:40,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-25,07:40,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-24,23:27,지출,온라인쇼핑,서비스구독,ALIPAY CONNECT PTE. LTD,-1635,KRW,카카오페이 간편결제,
2025-09-24,21:43,지출,생활,생활서비스,코레일유통주식회사,-500,KRW,K-패스 하나 체크카드,
2025-09-24,20:38,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-24,20:04,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-24,14:15,지출,카페/간식,커피/음료,메가MGC커피 종각역점,-4900,KRW,네이버페이 간편결제(머니),
2025-09-24,14:11,지출,식비,일식,카쯔야 종로점,-15998,KRW,네이버페이 간편결제(머니),
2025-09-24,14:11,지출,식비,일식,카쯔야 종로점,-2,KRW,네이버페이 간편결제(포인트),
2025-09-24,13:26,지출,생활,생필품,주식회사 아성다이소,-5000,KRW,네이버페이 간편결제(머니),
2025-09-24,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-23,20:43,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-23,20:09,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-23,13:51,지출,카페/간식,커피/음료,메가엠지씨커피 종로낙원점,-6800,KRW,네이버페이 간편결제(머니),
2025-09-23,13:47,지출,금융,은행,송금 내역,-9000,KRW,카카오페이 머니,
2025-09-23,09:22,지출,온라인쇼핑,결제/충전,나이스_결제,-2300,KRW,네이버페이 머니 하나 통장,
2025-09-23,08:37,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-23,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-22,19:57,지출,생활,생필품,주식회사 아성다이소,-3000,KRW,네이버페이 간편결제(머니),
2025-09-22,13:46,지출,식비,고기,쇠고집,-20000,KRW,K-패스 하나 체크카드,
2025-09-22,09:25,지출,온라인쇼핑,결제/충전,나이스_결제,-3500,KRW,네이버페이 머니 하나 통장,
2025-09-21,17:14,지출,생활,편의점,GS25 이천신하점,-1873,KRW,네이버페이 간편결제(머니),
2025-09-21,17:14,지출,생활,편의점,GS25 이천신하점,-127,KRW,네이버페이 간편결제(포인트),
2025-09-21,15:39,지출,카페/간식,커피/음료,더벤티 이천신하점,-3500,KRW,네이버페이 간편결제(머니),
2025-09-21,11:13,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,K-패스 하나 체크카드,
2025-09-21,10:38,지출,카페/간식,커피/음료,더벤티 이천신하점,-3304,KRW,네이버페이 간편결제(머니),
2025-09-21,10:38,지출,카페/간식,커피/음료,더벤티 이천신하점,-196,KRW,네이버페이 간편결제(포인트),
2025-09-21,09:48,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,K-패스 하나 체크카드,
2025-09-20,20:46,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-20,20:11,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-20,11:27,지출,생활,편의점,코레일유통(주)경기본부,-900,KRW,K-패스 하나 체크카드,
2025-09-20,11:01,지출,의료/건강,피부과,닥터스피부과의원,-9200,KRW,K-패스 하나 체크카드,
2025-09-20,10:52,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-20,09:55,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-20,09:46,지출,카페/간식,베이커리,빵집오빠 이천하이닉스점,-1000,KRW,네이버페이 간편결제(머니),
2025-09-19,20:44,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-19,20:12,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-19,15:16,지출,온라인쇼핑,인터넷쇼핑,하이마트 쇼핑몰,-9854,KRW,네이버페이 간편결제(머니),
2025-09-19,15:16,지출,온라인쇼핑,인터넷쇼핑,하이마트 쇼핑몰,-46,KRW,네이버페이 간편결제(포인트),
2025-09-19,11:29,지출,온라인쇼핑,결제/충전,나이스_결제,-1400,KRW,네이버페이 머니 하나 통장,
2025-09-19,10:52,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-19,09:54,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-18,21:42,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-09-18,20:32,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-18,20:01,지출,문화/여가,도서,알라딘 중고서점 종로점,-15498,KRW,네이버페이 간편결제(머니),
2025-09-18,20:01,지출,문화/여가,도서,알라딘 중고서점 종로점,-2,KRW,네이버페이 간편결제(포인트),
2025-09-18,20:01,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-18,13:50,지출,식비,한식,종로수정식당,-22000,KRW,K-패스 하나 체크카드,
2025-09-18,10:56,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-18,09:54,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-18,09:45,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,K-패스 하나 체크카드,
2025-09-17,22:41,지출,온라인쇼핑,인터넷쇼핑,쿠팡,-12600,KRW,국민행복,
2025-09-17,21:25,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-44,KRW,네이버페이 간편결제(머니),
2025-09-17,21:25,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-456,KRW,네이버페이 간편결제(포인트),
2025-09-17,20:39,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-17,20:03,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-17,12:19,지출,온라인쇼핑,인터넷쇼핑,G마켓,-2800,KRW,국민행복,
2025-09-17,11:11,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-17,10:07,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-17,09:59,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,K-패스 하나 체크카드,
2025-09-16,20:10,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-16,19:57,지출,생활,생필품,주식회사 아성다이소,-2000,KRW,네이버페이 간편결제(머니),
2025-09-16,14:05,지출,금융,은행,송금 내역,-12000,KRW,카카오페이 머니,
2025-09-16,10:53,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-16,09:58,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-16,09:52,지출,카페/간식,베이커리,빵집오빠 이천하이닉스점,-1000,KRW,네이버페이 간편결제(머니),
2025-09-16,09:50,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,K-패스 하나 체크카드,
2025-09-15,21:28,지출,교통,철도,코레일유통주식회사/게이트뱅크(일반),-500,KRW,네이버페이 간편결제(머니),
2025-09-15,20:48,지출,생활,편의점,지에스25 S판교역점,-1500,KRW,K-패스 하나 체크카드,
2025-09-15,19:56,지출,교통,철도,철도승차권  발매,-8400,KRW,K-패스 하나 체크카드,
2025-09-15,19:56,지출,교통,철도,한국철도공사,8000,KRW,네이버페이 간편결제(머니),
2025-09-15,19:54,지출,교통,철도,한국철도공사,-8400,KRW,네이버페이 간편결제(머니),
2025-09-15,13:32,지출,식비,패스트푸드,버거옥,-10093,KRW,네이버페이 간편결제(머니),
2025-09-15,13:32,지출,식비,패스트푸드,버거옥,-4807,KRW,네이버페이 간편결제(포인트),
2025-09-15,09:40,지출,의료/건강,정형외과,우리들정형외과,-2000,KRW,K-패스 하나 체크카드,
2025-09-15,04:46,지출,금융,카드,하나카드_체크,-165500,KRW,네이버페이 머니 하나 통장,
2025-09-12,15:01,지출,카페/간식,커피/음료,메가MGC커피 이천하이닉스점,-3900,KRW,네이버페이 간편결제(머니),
2025-09-12,14:25,지출,의료/건강,정형외과,우리들정형외과,-2000,KRW,K-패스 하나 체크카드,
2025-09-12,08:37,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-12,08:31,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-12,08:31,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-12,08:31,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-11,15:21,지출,의료/건강,약국,아리랑약국,-13520,KRW,K-패스 하나 체크카드,
2025-09-11,14:42,지출,의료/건강,정형외과,우리들정형외과,-10000,KRW,K-패스 하나 체크카드,
2025-09-11,14:01,지출,온라인쇼핑,인터넷쇼핑,알리익스프레스_TOSS,11859,KRW,K-패스 하나 체크카드,
2025-09-11,13:52,지출,온라인쇼핑,인터넷쇼핑,알리익스프레스_TOSS,-11859,KRW,K-패스 하나 체크카드,
2025-09-11,07:39,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-10,20:38,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-10,20:07,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-10,19:59,지출,생활,생필품,주식회사 아성다이소,-2996,KRW,네이버페이 간편결제(머니),
2025-09-10,19:59,지출,생활,생필품,주식회사 아성다이소,-4,KRW,네이버페이 간편결제(포인트),
2025-09-10,13:51,지출,카페/간식,커피/음료,메가엠지씨커피 서울탑골공원점,-4800,KRW,네이버페이 간편결제(머니),
2025-09-10,13:48,지출,식비,한식,순천식당,-20000,KRW,K-패스 하나 체크카드,
2025-09-10,10:11,지출,온라인쇼핑,인터넷쇼핑,삼성09-003건,-22287,KRW,네이버페이 머니 하나 통장,
2025-09-10,09:13,지출,온라인쇼핑,결제/충전,나이스_결제,-2900,KRW,네이버페이 머니 하나 통장,
2025-09-10,07:37,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-09,20:30,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-09,20:01,지출,생활,생필품,주식회사 아성다이소,-2500,KRW,네이버페이 간편결제(머니),
2025-09-09,19:54,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-09,13:53,지출,식비,일식,익선돈까스,-22000,KRW,K-패스 하나 체크카드,
2025-09-09,07:37,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-08,19:51,지출,생활,생필품,주식회사 아성다이소,-2498,KRW,네이버페이 간편결제(머니),
2025-09-08,19:51,지출,생활,생필품,주식회사 아성다이소,-2,KRW,네이버페이 간편결제(포인트),
2025-09-08,13:39,지출,금융,은행,송금 내역,-12000,KRW,카카오페이 머니,
2025-09-08,11:15,지출,온라인쇼핑,결제/충전,나이스_결제,-2200,KRW,네이버페이 머니 하나 통장,
2025-09-08,07:37,지출,교통,철도,한국철도공사 수도권서부본부별관,-1200,KRW,네이버페이 간편결제(머니),
2025-09-07,18:00,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,K-패스 하나 체크카드,
2025-09-07,17:05,지출,식비,한식,원주(부산방향)휴게소 KIS정보통신,-7000,KRW,K-패스 하나 체크카드,
2025-09-07,12:27,지출,교통,대중교통,경기시내버스_이비,-1450,KRW,K-패스 하나 체크카드,
2025-09-06,21:05,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-06,20:00,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-06,16:25,지출,생활,마트,부발농업협동조합신하지점,-1950,KRW,K-패스 하나 체크카드,
2025-09-06,12:42,지출,카페/간식,커피/음료,더벤티 이천신하점,-3500,KRW,Deep On (체크),
2025-09-06,10:25,지출,카페/간식,아이스크림/빙수,현대 아이스크림 할인점,-600,KRW,네이버페이 머니 하나 체크카드,
2025-09-06,10:24,지출,뷰티/미용,헤어샵,문(Moon)헤어살롱,-15000,KRW,네이버페이 머니 하나 체크카드,
2025-09-06,07:37,지출,교통,대중교통,티머니 지하철,-2250,KRW,K-패스 하나 체크카드,
2025-09-05,20:38,지출,교통,대중교통,티머니 지하철,-800,KRW,K-패스 하나 체크카드,
2025-09-05,20:01,지출,교통,대중교통,경기시내버스_이비,-2800,KRW,K-패스 하나 체크카드,
2025-09-05,19:53,지출,문화/여가,도서,알라딘중고서점(종로)-문화비,-8500,KRW,K-패스 하나 체크카드,
2025-09-05,14:07,지출,카페/간식,커피/음료,메가엠지씨커피 종로낙원점,-9800,KRW,네이버페이 간편결제(머니),
2025-09-05,09:50,지출,금융,은행,네이버파이낸셜,-3790,KRW,네이버페이 머니 하나 통장,
2025-09-05,09:50,지출,온라인쇼핑,결제/충전,(주)KG이니시스,-3790,KRW,네이버페이 간편결제(머니),
2025-09-05,08:49,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
2025-09-05,08:37,지출,교통,대중교통,경기시내버스_이비,-1350,KRW,K-패스 하나 체크카드,
